DX이해,제목,제작,url,부분,분류1,분류2,분류3,분류4
DX태도,[행정안전부]조직문화혁신10 실천영상 ,인사처TV,https://www.youtube.com/watch?v=H4cKtugyVkw&pp=ygUS7KGw7KeB66y47ZmU7ZiB7Iug,조직문화혁신,,,,
DX태도,K-이노베이션(5) 소니의 몰락과 사일로 조직 ,홍종학의 경제 스케치북,https://www.youtube.com/watch?v=-SviDdn0s80&pp=ygUP7IKs7J2866Gc7Zqo6rO8,조직문화혁신,사일로,,,
DX태도,"""연봉 킹 권오현회장과의 '초격차' 북콘서트"" 《9. 부서 이기주의 타파》 ",,https://www.youtube.com/watch?v=j1KEatJSzdc&pp=ygUP7IKs7J2866Gc7Zqo6rO8,조직문화혁신,사일로,,,
DX태도,회사나 조직에서 협업이 어려운 흔한 이유 5 ,그레이스의 일로와,https://www.youtube.com/watch?v=-aoHkD3dNK4&pp=ygUP7IKs7J2866Gc7Zqo6rO8,조직문화혁신,사일로,,,
DX태도,"EP58. 니 업무, 내 업무 가르는 팀원에게 코칭이 먹힐까?_쌍코피(남관희,윤수환) ",쌍코피,https://www.youtube.com/watch?v=v3ig2rqqC8A&pp=ygUP7IKs7J2866Gc7Zqo6rO8,조직문화혁신,사일로,,,
DX태도,지능형 데이터 패브릭 Dataplex로 데이터 사일로 허물기 ,Google Cloud APAC,https://www.youtube.com/watch?v=cnI5HGapQl8&pp=ygUP7IKs7J2866Gc7Zqo6rO8,조직문화혁신,사일로,,,
DX태도,사일로 효과(Silo Effect)에 대해서 간단히 설명했습니다. ,김컨(KIM Consultant),https://www.youtube.com/watch?v=ER2FDr3fPjs&pp=ygUP7IKs7J2866Gc7Zqo6rO8,조직문화혁신,사일로,,,
DX태도,"변화에 발 빠르게 대응하는 비즈니스 전략, 애자일에 집중하는 이유 ",가인지TV,https://www.youtube.com/watch?v=yLNK5eHhVvg&pp=ygUV7JWg7J6Q7J286rK97JiB7KCE6561,조직문화혁신,애자일,,,
DX태도,애자일 3분 요약 ,연합뉴스경제TV,https://www.youtube.com/watch?v=gwEkZmz63-k&pp=ygUV7JWg7J6Q7J286rK97JiB7KCE6561,조직문화혁신,애자일,,,
DX태도,[1분 애자일] 애자일이란 무엇인가? (1m Agile: is) ,플래티어 IDT 사업부문,https://www.youtube.com/watch?v=BebjcfREf_8&pp=ygUV7JWg7J6Q7J286rK97JiB7KCE6561,조직문화혁신,애자일,,,
DX태도,지금은 민첩함의 시대! 유연한 애자일 전략을 시작해보자 ,전쌤의 기업사랑TV,https://www.youtube.com/watch?v=qvPmt1YjuZY&pp=ygUV7JWg7J6Q7J286rK97JiB7KCE6561,조직문화혁신,애자일,,,
DX태도,Doing Agile과 Being Agile로 알아보는 애자일 도입 전략 ,투이컨설팅-투이톡,https://www.youtube.com/watch?v=qp_jGUG26V8&pp=ygUV7JWg7J6Q7J286rK97JiB7KCE6561,조직문화혁신,애자일,,,
DX태도,"단 7분 만에 애자일과 OKR의 배경, 장점, 차이점 설명해드립니다. | 제2회 대한민국 OKR 코치 포럼 하이라이트 ",가인지TV,https://www.youtube.com/watch?v=UocFVh8CEYo&pp=ygUV7JWg7J6Q7J286rK97JiB7KCE6561,조직문화혁신,애자일,,,
DX태도,9. 2022년 애자일 경영전략론 ,김대현 강사의 테마 경영학 강의들,https://www.youtube.com/watch?v=gyDv27TE9ig&pp=ygUV7JWg7J6Q7J286rK97JiB7KCE6561,조직문화혁신,애자일,,,
DX태도,우리 조직 맞춤 '애자일' 조직문화 만드는 방법! ,가인지TV,https://www.youtube.com/watch?v=DRJe3WFew68&pp=ygUV7JWg7J6Q7J286rK97JiB7KCE6561,조직문화혁신,애자일,,,
DX태도,(애자일 조직 리더의 역할) What are the roles of leaders for AGILE? - with Riot Games' Dr. Agile ,삼성SDS,https://www.youtube.com/watch?v=fc-PesQrmxs&pp=ygUV7JWg7J6Q7J286rK97JiB7KCE6561,조직문화혁신,애자일,,,
DX태도,"개발에도 트랜드가 있다? 요즘 방식 ""애자일"" 한방에 알려드림! LG CNS Agile Way?? ",LG CNS,https://www.youtube.com/watch?v=yMoMWwolClk&pp=ygUV7JWg7J6Q7J286rK97JiB7KCE6561,조직문화혁신,애자일,,,
DX태도,변화에 최적화된 애자일 경영 ,인텔즈,https://www.youtube.com/watch?v=2vFpNOqnnuM&pp=ygUV7JWg7J6Q7J286rK97JiB7KCE6561,조직문화혁신,애자일,,,
DX태도,리마인드 전략 ① 경영전략 강의 - 경영전략이란 무엇인가 ,모든경영의답,https://www.youtube.com/watch?v=-47y3BdovCU&pp=ygUV7JWg7J6Q7J286rK97JiB7KCE6561,조직문화혁신,애자일,,,
DX태도,"애자일로, 경영 수업료 아끼십시오 I 경영인라인#1 홍영기 애자일 코치 편 (1부) ",가인지TV,https://www.youtube.com/watch?v=Xb_pGtbp7yw&pp=ygUV7JWg7J6Q7J286rK97JiB7KCE6561,조직문화혁신,애자일,,,
DX태도,"제23회 워크스마트포럼 ""애자일 혁신, 조직의 성공 전략"" ",행정안전부,https://www.youtube.com/watch?v=oQSIJfFU87U&pp=ygUV7JWg7J6Q7J286rK97JiB7KCE6561,조직문화혁신,애자일,,,
DX태도,우리 조직 맞춤 '애자일' 조직문화 만드는 방법! ,가인지TV,https://www.youtube.com/watch?v=DRJe3WFew68&pp=ygUP7JWg7J6Q7J286rK97JiB,조직문화혁신,애자일,,,
DX태도,애자일 기반의 OKR이 기능조직과 상품 조직의 유연성을 촉진하는 이유 ,가인지TV,https://www.youtube.com/watch?v=d4wIg_wT1_w&pp=ygUP7JWg7J6Q7J286rK97JiB,조직문화혁신,애자일,,,
DX태도,,,,조직문화혁신,,,,
DX태도,1. 일하는 방식의 혁신 디지털 트랜스포메이션 : 언택트 조직관리 올인원 ,,https://www.youtube.com/watch?v=dKxXaPziqKA&pp=ygUV65SU7KeA7YS47ZWZ7Iq17KGw7KeB,조직문화혁신,원격근무,,,
DX태도,"언택트시대, 재택근무에 SASE 클라우드 보안이 뜨는 이유: 가성비, 유연성, 제로트러스트, 보안가시성 [고우성의 잇터뷰 #18, 신민수 부장/시트릭스] ",TalkIT,https://www.youtube.com/watch?v=Qgf56kY45Ws&pp=ygUQ7Ja47YOd7Yq4IOq3vOustA%3D%3D,조직문화혁신,원격근무,,,
DX태도,"Q&A 61 언택트, 재택근무시대 제대로 일하는 법 ",류랑도 박사의 성과코칭 TV,https://www.youtube.com/watch?v=NgJeWNexbF8&pp=ygUQ7Ja47YOd7Yq4IOq3vOustA%3D%3D,조직문화혁신,원격근무,,,
DX태도,'재택근무 이젠 안녕' vs '혼합형·원격' 갈림길 선 기업들 / JTBC 뉴스룸 ,JTBC News,https://www.youtube.com/watch?v=cPLRTRurSMU&pp=ygUM7JuQ6rKp6re866y0,조직문화혁신,원격근무,,,
DX태도,미래는 정말 원격근무의 시대일까? ,노마드 코더 Nomad Coders,https://www.youtube.com/watch?v=nBCLR5gNs9g&pp=ygUM7JuQ6rKp6re866y0,조직문화혁신,원격근무,,,
DX태도,전 직원이 집에서 근무해도 괜찮은 이유 ,EO 이오,https://www.youtube.com/watch?v=Cgny72HT6aI&pp=ygUM7JuQ6rKp6re866y0,조직문화혁신,원격근무,,,
DX태도,100% 원격근무 회사?? 오비스는 가상공간으로 출근합니다. ,오비스,https://www.youtube.com/watch?v=E8ZL8PJl2YY&pp=ygUM7JuQ6rKp6re866y0,조직문화혁신,원격근무,,,
DX태도,"네이버 '방글' 카카오 '부글'…극과 극 재택근무, 왜? / JTBC 뉴스룸 ",JTBC News,https://www.youtube.com/watch?v=ER2gRExxbkk&pp=ygUM7JuQ6rKp6re866y0,조직문화혁신,원격근무,,,
DX태도,(1편)원격근무환경의이해와보안의중요성 ,중소기업기술보호,https://www.youtube.com/watch?v=VatROKKijnk&pp=ygUM7JuQ6rKp6re866y0,조직문화혁신,원격근무,,,
DX태도,"재택근무의 미래, 앞으로 어떻게 될 것인가? 유현준 X 송길영 | @Sherlock_HJ ? ",생활변화관측소,https://www.youtube.com/watch?v=An7h8hTHXqo&pp=ygUM7JuQ6rKp6re866y0,조직문화혁신,원격근무,,,
DX태도,[풀버전] 실패하지 않는 재택근무ㅣEBS 비즈니스 리뷰 플러스 최두옥편 ,EBS 비즈니스 리뷰,https://www.youtube.com/watch?v=2uCoGbGBak0&pp=ygUM7JuQ6rKp6re866y0,조직문화혁신,원격근무,,,
DX태도,"주 4일제, 원격 근무...정말 도입해도 괜찮을까? ",김용섭 INSIGHT,https://www.youtube.com/watch?v=Pv8neyqM3yA&pp=ygUM7JuQ6rKp6re866y0,조직문화혁신,원격근무,,,
DX태도,[BizTech KOREA] Untact working systems [#BizTech_Brunch] ,Arirang TV,https://www.youtube.com/watch?v=8V3BUbvTHho&pp=ygULdW50YWN0IHdvcms%3D,조직문화혁신,원격근무,,,
DX태도,KMA Untact Working Forum '우리는 무엇을 해야하는가?' ,크마TV_KMA 한국능률협회,https://www.youtube.com/watch?v=JSGaF6OzMTc&pp=ygULdW50YWN0IHdvcms%3D,조직문화혁신,원격근무,,,
DX태도,언택트(Untact)가 가져온 업무컴퓨팅의 가상화(VDI) 트렌드 ,SW공학 Technical 세미나,https://www.youtube.com/watch?v=PaRbQWrvgQQ&pp=ygULdW50YWN0IHdvcms%3D,조직문화혁신,원격근무,,,
,,,,,,,,
워크스킬,업무 능률을 높이는 스마트 워크 스킬 │박상준 소장 ,,https://www.youtube.com/watch?v=UaZHJmBjLTM&pp=ygUM7JuM7YGs7Iqk7YKs,스마트워크,,,,
워크스킬,똑똑한 직원들 일잘러 만드는 스마트워크ㅣEBS 비즈니스 리뷰 최두옥편 ,EBS 비즈니스 리뷰,https://www.youtube.com/watch?v=LczxBo0eVgU&pp=ygUP7Iqk66eI7Yq47JuM7YGs,스마트워크,,,,
워크스킬,"미래를 준비하는 새로운 업무방식, 스마트워크 | 최두옥 베타랩 대표, 스마트워크 디렉터 | 세바시 655회 ",세바시 강연 Sebasi Talk,https://www.youtube.com/watch?v=7SNGN_stO-o&pp=ygUP7Iqk66eI7Yq47JuM7YGs,스마트워크,,,,
워크스킬,일하는 모든 사람을 위한 스마트워크 ,네이버웍스,https://www.youtube.com/watch?v=BSA2epB6538&pp=ygUP7Iqk66eI7Yq47JuM7YGs,스마트워크,,,,
워크스킬,한화시스템/ICT - 스마트워크 시대를 열다 ,한화그룹,https://www.youtube.com/watch?v=hOzwRh-Z_HA&pp=ygUP7Iqk66eI7Yq47JuM7YGs,스마트워크,,,,
워크스킬,상사에게 사랑받는 보고 잘하는 법 | 말잘하는 법 직장인 스피치 skill up! ,임유정TV,https://www.youtube.com/watch?v=d8ZxD3Cu_uU&pp=ygUM67O06rOg7Iqk7YKs,보고스킬,,,,
워크스킬,상사의 인정과 칭찬을 듬뿍받는 보고의 기술5 #보고잘하는법 회사에서 #말잘하는법 ,우지은의 WooShow ,https://www.youtube.com/watch?v=hV7jPB1ReTk&pp=ygUM67O06rOg7Iqk7YKs,보고스킬,,,,
워크스킬,[끝내주는 보고서] 유형별 보고 Skill 및 PREP 기법 ,인재키움tv,https://www.youtube.com/watch?v=Ggp9rbuGSX4&pp=ygUM67O06rOg7Iqk7YKs,보고스킬,,,,
워크스킬,일 잘하는 사람은 회사에서 이렇게 말한다ㅣ직장인이 알아야 할 '일의 언어' - 보고 편ㅣ클래스e - 박소연 일을 잘하고 싶은 당신에게 ,EBSCulture (EBS 교양),https://www.youtube.com/watch?v=zqOrI7Po9IY&pp=ygUM67O06rOg7Iqk7YKs,보고스킬,,,,
워크스킬,프로젝트 관리를 알면 프로젝트가 보인다 - 프로젝트를 성공으로 이끄는 방법 ,북캐스트,https://www.youtube.com/watch?v=mTc1FN70NQE&pp=ygUS7ZSE66Gc7KCd7Yq46rSA66as,프로젝트관리,,,,
워크스킬,"프로젝트관리 실무 (소개 및 둘러보기) - PM, PMO 역할은? - Project Manager, Project Management Office ",PMO유전무,https://www.youtube.com/watch?v=kKN_xTxBgv0&pp=ygUS7ZSE66Gc7KCd7Yq46rSA66as,프로젝트관리,,,,
워크스킬,"프로젝트 관리의 미래, 새로운 방식으로 협업하세요! ",클로바인,https://www.youtube.com/watch?v=TB3R8kyNQBQ&pp=ygUS7ZSE66Gc7KCd7Yq46rSA66as,프로젝트관리,,,,
워크스킬,"프로젝트관리 실무(요약편) - 성공적인 SI사업수행 어떻게 해야할까요? - Project Manager, Project Management ",PMO유전무,https://www.youtube.com/watch?v=mD1f6Xd6SS0&pp=ygUS7ZSE66Gc7KCd7Yq46rSA66as,프로젝트관리,,,,
워크스킬,내가 맡은 프로젝트의 성공을 위한 기본중의 기본 Project scoping ,커넥팅닷TV,https://www.youtube.com/watch?v=Mm09vxc701E&pp=ygUS7ZSE66Gc7KCd7Yq46rSA66as,프로젝트관리,,,,
워크스킬,메가프로젝트 성공을 위한 Program Management(통합사업관리) 세미나 ,HanmiGlobal 한미글로벌,https://www.youtube.com/watch?v=cNboravO4Hc&pp=ygUS7ZSE66Gc7KCd7Yq46rSA66as,프로젝트관리,,,,
워크스킬,구글 캘린더? 단기 프로젝트 일정관리 타임라인 있는 아사나로 하세요! ,어머 - UHMUH,https://www.youtube.com/watch?v=GZP1otAwj80&pp=ygUS7ZSE66Gc7KCd7Yq46rSA66as,프로젝트관리,,,,
워크스킬,회의시간 생산적으로 바꾸는 방법 ㅣ 시간관리 ,퇴사한 이형,https://www.youtube.com/watch?v=AVvbVwfc5IM&pp=ygUM7ZqM7J2Y6rSA66as,회의관리,,,,
워크스킬,ep02. 일 잘하는 신입은 회의록을 이렇게 정리한다! / 회의록 양식 ,한컴그룹TV,https://www.youtube.com/watch?v=CYvQCkF65vQ&pp=ygUM7ZqM7J2Y6rSA66as,회의관리,,,,
워크스킬,회의 때 똑똑하게 보이는 의외로 간단한 방법 ,커넥팅닷TV,https://www.youtube.com/watch?v=FearCwFCXE8&pp=ygUM7ZqM7J2Y6rSA66as,회의관리,,,,
워크스킬,회의 잘하는 법? 2가지만 알면 끝! 회의록 꿀팁 포함? ,입사동기,https://www.youtube.com/watch?v=bT39FG484hQ&pp=ygUM7ZqM7J2Y6rSA66as,회의관리,,,,
워크스킬,비즈니스 미팅할 때 알아야 할 것들 ,오상익의 어서옵쇼,https://www.youtube.com/watch?v=wB1rct9UU3o&pp=ygUM66-47YyF6rSA66as,회의관리,,,,
워크스킬,"빠르고 명확하게 미팅을 진행하는 방법 | 애프터모멘트 박창선 대표 | 일잘러, 커뮤니케이션 ",월간 서른,https://www.youtube.com/watch?v=SzonFL7gwsQ&pp=ygUM66-47YyF6rSA66as,회의관리,,,,
워크스킬,미팅스킬 / 비지니스미팅 그냥 하시면 시간만 낭비 할 수 있습니다. 300명 이상과 각 1시간 이상 미팅을 하며 느낀 점과 간단한 노하우를 공유합니다. (feat BNI ) ,조부님 tv,https://www.youtube.com/watch?v=RVr7eKpFCjs&pp=ygUM66-47YyF6rSA66as,회의관리,,,,
,,,,,,,,
,,,,,,,,
데이터기술,데이터로 세상을 보다 | 데이터 분석의 힘,책그림,https://www.youtube.com/watch?v=aasrgF5LWdU,데이터분석 개념,,,,
데이터기술,3. 데이터의 중요성과 인공지능,소프트웨어야놀자,https://www.youtube.com/watch?v=qQI-ASOy_SY,데이터분석 개념,,,,
데이터기술,What is data management? Let me explain. (Short version).,Denise Harders,https://www.youtube.com/watch?v=38nPx2rM0NU,데이터분석 개념,,,,
데이터기술,What Are the Benefits of Data Management and Analytics? Get Started with Digital Transformation,SAP,https://www.youtube.com/watch?v=JHl_R0ajlZE,데이터분석 개념,,,,
데이터기술,What is Data Management?,COCC Video,https://www.youtube.com/watch?v=mwE5nTWY1ew,데이터분석 개념,,,,
데이터기술,Data Management Roles and Responsibilities,COCC Video,https://www.youtube.com/watch?v=03bt8zMoIkQ,데이터분석 개념,,,,
데이터기술,What is data management - and why do you need it in interdisciplinary life sciences?,Projekttr?ger J?lich,https://www.youtube.com/watch?v=PWutnWBfUSw,데이터분석 개념,,,,
데이터기술,,,,,,,,
데이터기술,Orange3 데이터분석 머신러닝,엘리쌤과인공지능,https://www.youtube.com/playlist?list=PL3geb_qrBQYfOmGuHtnf0RZMMXaev-Zvr,데이터분석 ,Orange,,,
데이터기술,정말 쉬운 데이터분석?? 오렌지3?? | full version | 무료강의 ,코딩엑스AI,https://www.youtube.com/watch?v=IbX_uHtpzIc&pp=ygUWT3JhbmdlIOuNsOydtO2EsOu2hOyEnQ%3D%3D,데이터분석 ,Orange,,,
데이터기술,Orange 데이터분석 - 시계열분석(ARIMA) ,엘리쌤과인공지능,https://www.youtube.com/watch?v=pG0SraQUvNc&pp=ygUWT3JhbmdlIOuNsOydtO2EsOu2hOyEnQ%3D%3D,데이터분석 ,Orange,시계열분석,,
데이터기술,나는 오렌지로 데이터 분석한다,씨마스에듀,https://www.youtube.com/playlist?list=PLdSz724zUrUgZG_lPNtFB8F-VBZ_gC5oL,데이터분석 ,Orange,,,
데이터기술,[Orange] 이미지 분석: 클러스터링(Clustering)과 분류(Classification) ,CaN Tips,https://www.youtube.com/watch?v=5-mcMeCNikE&pp=ygUWT3JhbmdlIOuNsOydtO2EsOu2hOyEnQ%3D%3D,데이터분석 ,Orange,이미지분석,,
데이터기술,"[Orange3]데이터분석,머신러닝_[3. Regression/아이오와 집값 예측하기] ",태화샘의거꾸로교실,https://www.youtube.com/watch?v=TM9wDWMtMrs&pp=ygUWT3JhbmdlIOuNsOydtO2EsOu2hOyEnQ%3D%3D,데이터분석 ,Orange,머신러닝,,
데이터기술,[STEP] Orange를 활용한 정형 데이터 분석 ,한기대 HRD 브릿지,https://www.youtube.com/watch?v=JBdMS5XSKrk&pp=ygUWT3JhbmdlIOuNsOydtO2EsOu2hOyEnQ%3D%3D,데이터분석 ,Orange,정형데이터분석,,
데이터기술,[Excel과 Orange] Sentiment Analysis(감성 분석) ,CaN Tips,https://www.youtube.com/watch?v=4AHRZiISH4U&pp=ygUWT3JhbmdlIOuNsOydtO2EsOu2hOyEnQ%3D%3D,데이터분석 ,Orange,감성분석,,
데이터기술,Orange3 데이터 분석(30/36) - 텍스트 분류 ,엘리쌤과인공지능,https://www.youtube.com/watch?v=ay1OWb6IDRc&pp=ygUWT3JhbmdlIOuNsOydtO2EsOu2hOyEnQ%3D%3D,데이터분석 ,Orange,텍스트분류,,
데이터기술,친절한 오렌지3,친절한 AI,https://www.youtube.com/playlist?list=PLV__TJh4WgdAthzZ5q4I4s9ALl1f64wbg,데이터분석 ,,,,
데이터기술,,,,,,,,
데이터기술,[엑셈 웨비나] 데이터 분석 플랫폼 'KNIME' (1강) ,엑셈TV,https://www.youtube.com/watch?v=6jrotnEe8i4&pp=ygUVa25pbWUg642w7J207YSw67aE7ISd,데이터분석 ,KNIME,,,
데이터기술,[제품 소개] 데이터 전처리 및 통합 분석 소프트웨어 KNIME(나임) ,잘레시아,https://www.youtube.com/watch?v=5nXdvWuES7s&pp=ygUVa25pbWUg642w7J207YSw67aE7ISd,데이터분석 ,KNIME,,,
데이터기술,[한국교육학술정보원] KNIME으로 시작하는 빅데이터 분석,DIP 대구 빅데이터활용센터,https://www.youtube.com/playlist?list=PLjh1hlmDSDkcS3hrzfC8CpjozncMWBvY5,데이터분석 ,KNIME,,,
데이터기술,KNIME,엑셈TV,https://www.youtube.com/playlist?list=PLCkO8I_DSQ7et45lHXlqKx-TDmyFCM2pg,데이터분석 ,KNIME,,,
데이터기술,??영상 하나로 KNIME 사용법 완벽 정리?? 나임을 활용한 데이터 전처리 방법 [KNIME 교육 : 웹캠페인 편] ,잘레시아,https://www.youtube.com/watch?v=YxADOc90hlM&pp=ygUVa25pbWUg642w7J207YSw67aE7ISd,데이터분석 ,KNIME,,,
데이터기술,[KNIME 실습] 연관성분석(Association Analysis) - 규칙분석 ,한국교육학술정보원(KERIS),https://www.youtube.com/watch?v=ktILnWVQWlM&pp=ygUVa25pbWUg642w7J207YSw67aE7ISd,데이터분석 ,KNIME,,,
데이터기술,[KNIME 실습] 연관성분석(Association Analysis) - 기대수익 계산 ,한국교육학술정보원(KERIS),https://www.youtube.com/watch?v=cQ_T7oKSfeQ&pp=ygUVa25pbWUg642w7J207YSw67aE7ISd,데이터분석 ,KNIME,,,
데이터기술,[KNIME을 통한 딥러닝 분석] Autoencoder를 활용하여 신용카드 사기거래 탐지 ,잘레시아,https://www.youtube.com/watch?v=V3sT_YdUtww&pp=ygUVa25pbWUg642w7J207YSw67aE7ISd,데이터분석 ,KNIME,,,
데이터기술,[KNIME 실습] 회귀(Regression) - 모델학습 및 예측 ,한국교육학술정보원(KERIS),https://www.youtube.com/watch?v=eLNlaUxz22A&pp=ygUMa25pbWUg6rCV7J2Y,데이터분석 ,KNIME,,,
데이터기술,[KNIME 실습] 웹크롤링(Web Crawling) - HTML 분석 & column 만들기 ,한국교육학술정보원(KERIS),https://www.youtube.com/watch?v=Z9X4V4VwvMI&pp=ygUVa25pbWUg642w7J207YSw67aE7ISd,데이터분석 ,KNIME,,,
데이터기술,KNIME을 활용한 중고차 예측모델 ,HJ,https://www.youtube.com/watch?v=lW7YQDrS8B0&pp=ygUVa25pbWUg642w7J207YSw67aE7ISd,데이터분석 ,KNIME,,,
데이터기술,Knime 단기집중과정: 첫 번째 KNIME 워크플로 #knime #datascience ,ProcurementZen,,,,,,
데이터기술,[KNIME 실습] 군집화(Clustering) - 데이터 집단 해석 ,한국교육학술정보원(KERIS),https://www.youtube.com/watch?v=_W_nPNaExa0&pp=ygUMa25pbWUg6rCV7J2Y,데이터분석 ,KNIME,,,
데이터기술,,,,,,,,
데이터기술,Introduction to Data Analysis with Excel: 2-Hour Training Tutorial ,Simon Sez IT,,데이터분석 ,Excel,,,
데이터기술,,,,,,,,
데이터기술,,,,,,,,
데이터기술,,,,,,,,
데이터기술,Problem Solving in the Workplace,Hannah Knecht,https://www.youtube.com/watch?v=ehRNriENFic,데이터분석사례,,,,
데이터기술,10분으로 알아보는 빅데이터 기술 & 사례들! | 십분AI 마지막 강의,십분AI,https://www.youtube.com/watch?v=Jd_fK-6dfcI,데이터분석사례,,,,
데이터기술,10분으로 알아보는 AI 기술의 적용 사례들 알아보기! | 십분 AI,십분AI,https://www.youtube.com/watch?v=4t2QLQ-7-9Q,데이터분석사례,,,,
데이터기술,[STEP] 사례를 통한 빅데이터 분석 (무료강의),한기대HRD브릿,https://www.youtube.com/watch?v=3ihf6VQBTts,데이터분석사례,,,,
데이터기술,데이터 분석 사례,데이터안심구역,https://www.youtube.com/playlist?list=PLGZffv132bjkgGTTdXMdI4RMCizk6GMmu,데이터분석사례,,,,
데이터기술,What is Data Analytics | Data Analytics in 5 Minutes | Intellipaat,Intellipaat,https://www.youtube.com/watch?v=37x5dKW-X5U,데이터분석사례,,,,
데이터기술,Problem Solving with Data Analytics | Google Data Analytics Certificate,Google Career Certificates,https://www.youtube.com/watch?v=wSct_cbqzpM,데이터분석사례,,,,
데이터기술,,,,,,,,
데이터기술,엑셀에서 데이터베이스로 언제 넘어가야 하나요? - 5가지 핵심 요약 | 엑셀 기초 레벨업 9강,,https://www.youtube.com/watch?v=s2lFmjJI010,DB설계,Excel,,,
데이터기술,"관계형 DB에서, 스키마를 설계하는 법! 5분 순삭 | 디모의 5분 코딩상식 ",,https://www.youtube.com/watch?v=HsGaPadXJXQ&pp=ygUIRELshKTqs4Q%3D,DB설계,,,,
데이터기술,DB 테이블 설계 잘못하면 어떤 문제가 생길 수 있을까요? ,쉬운코드,https://www.youtube.com/watch?v=JwfQ8ouhAzA&pp=ygUIRELshKTqs4Q%3D,DB설계,,,,
데이터기술,데이터테이블 설계의 중요성(사실 현업인들도 모르는 사람이 많음...) ,게임캔버스-게임기획개발아카데미,https://www.youtube.com/watch?v=Ccuqt1KAQxM&pp=ygUIRELshKTqs4Q%3D,DB설계,,,,
데이터기술,데이터베이스 08. 데이터베이스 설계 및 구축 ,Jacob's Lecture,https://www.youtube.com/watch?v=vLAhZFDHzio&pp=ygUIRELshKTqs4Q%3D,DB설계,,,,
데이터기술,데이터베이스 19. ERD 연습 - 카카오톡 ,Jacob's Lecture,https://www.youtube.com/watch?v=42LMmwSFGIE&pp=ygUDRVJE,DB설계,ERD,,,
데이터기술,백엔드 개발자라면 반드시 알아야하는 ERD로 관계형 데이터베이스 설계해보기 | 개발자 취업 | 개발자 이력서 | 개발자 포트폴리오 | MySQL 설계 ,헬로카일,https://www.youtube.com/watch?v=jsOPr3QfMW0&pp=ygUDRVJE,DB설계,ERD,,,
데이터기술,데이터베이스 21. ERD 연습 - 교보문고 ,Jacob's Lecture,https://www.youtube.com/watch?v=_TaygcntsJQ&pp=ygUDRVJE,DB설계,ERD,,,
데이터기술,게시판 ERD 그리기 ??? ,SQL전문가 정미나,https://www.youtube.com/watch?v=Zpg478GBao4&pp=ygUIRELshKTqs4Q%3D,DB설계,ERD,,,
데이터기술,"DB는 이걸로 하셈. 1시간만에 끝내는 데이터베이스 개념부터 설계, SQL까지! ",프로젝트 박스,https://www.youtube.com/watch?v=Vk5W_RGYrnI&pp=ygUIRELshKTqs4Q%3D,DB설계,,,,
데이터기술,,,,,,,,
데이터기술,구자환 교수님 빅데이터,EZER Wi,https://www.youtube.com/playlist?list=PLqAwhiXn3e8kpXeJzyJF1ZZVFz-8luYZI,DB관리,,,,
데이터기술,DB(데이터 베이스)에도 종류가 있다? DB 3종 3분만에 완벽분석 ,속사포세종,https://www.youtube.com/watch?v=EcL9OUaWag8&pp=ygUIRELqtIDrpqw%3D,DB관리,,,,
데이터기술,MRO 구매가 어려워?? DB관리부터 시작해! (서브원에는 전문조직까지?) ,서브원 채널,https://www.youtube.com/watch?v=P7VLuJm5nCY&pp=ygUIRELqtIDrpqw%3D,DB관리,,,,
데이터기술,"(SQL 기초) 임시 테이블 생성, DB 관리, 효율적인 데이터 관리 방법 개발자와 DBA 초보자가 알면 좋은 무료 SQL 꿀팁 문법 ",DB보다 DBBODA,https://www.youtube.com/watch?v=pG4S9Ur9XtA&pp=ygUIRELqtIDrpqw%3D,DB관리,SQL,,,
데이터기술,[매소드 특강] 고객 DB 확보 및 관리 방법 (1) ,공사장TV,https://www.youtube.com/watch?v=FBWcHeq4TII&pp=ygUIRELqtIDrpqw%3D,DB관리,,,,
데이터기술,"나만의 로그인, 회원가입, 회원관리 프로그램을 만들어보자! #1 [중급반 - 데이터베이스 시리즈]/How to make register program use firebase c# ",에스카ESCA,https://www.youtube.com/watch?v=5cRcHVicdJY&pp=ygUIRELqtIDrpqw%3D,DB관리,,,,
데이터기술,개발 필수 지식 데이터 베이스 DB SQL 이 영상만 보셔도 개념이해 되십니다. 끝까지 보세요~ ,기술노트with 알렉,https://www.youtube.com/watch?v=muOKnEIUA8Y&pp=ygUVRELqtIDrpqwg67mE7KCE6rO17J6Q,DB관리,,,,
데이터기술,비전공자를 위한 SQL 입문서! | 쉽게 배우는 SQL! | 에어클래스 ,에어클래스,https://www.youtube.com/watch?v=MJsOoA8yM7A&pp=ygUVRELqtIDrpqwg67mE7KCE6rO17J6Q,DB관리,,,,
데이터기술,"비싼 Greenhouse, Workable 대신, 무료 지원자 관리 시스템 (ATS) Airtable 템플릿을 공개합니다!",일잘러 장피엠,https://www.youtube.com/watch?v=Lav_5X9OK0c,DB관리,Airtable,,,
데이터기술,Airtable - 1. 수업소개,생활코,https://www.youtube.com/watch?v=xMVHhbza9aQ,DB관리,Airtable,Airtable기초,,
데이터기술,엑셀을 위협하는 가장 강력한 서비스 | 에어테이블 Airtable,오히려하동,https://www.youtube.com/watch?v=tldcKjHcQZI,DB관리,Airtable,웹서비스,,
