title,url,date,keyword,creator,view,likes,depart,depart1,language,text,new_text
마케팅프로그램- 마케팅 홍보를 위한 잠재고객 DB수집프로그램[5분설명동영상],https://www.youtube.com/watch?v=UV6X1uSBKts,2019.9.18,,Success4you,901,6,데이터기술,DB수집,한국어,"안녕하세요!
온라인마케팅 자동화 솔루션 프로그램을 제공하는 Success4you(석세스포유) 입니다.

마케팅에서 가장 중요한 요소가 바로 잠재고객의 정보를 수집 하는 것 입니다.
이 잠재고객에 대한 정보를 자동으로 수집 할 수 있는 DB수집 마스터 프로그램을 소개 합니다.

■ 제품상세보기 - https://www.success4you.co.kr/maketin...
■ 더많은 프로그램보기 - https://www.success4you.co.kr/maketin...
■ 5일무료체험 - https://www.success4you.co.kr/start

■ 운영 블로그 - https://blog.naver.com/blogwithsoft
■ 운영 카페 - https://cafe.naver.com/suc4you

-----------------------------------------------------------------------------------------------------------------------------
Success4you(석세스포유)의 DB수집마스터 프로그램이란?

마케팅 홍보에 필요한 잠재고객정보를 누구나 쉽게 수집할 수 있는 프로그램으로, 업체(매장)에 대한 정보(상호, 주소, 전화번호 등)와 카페를 통한 이메일정보 수집 및 메일 발송기능을 모두 갖춘 강력한 마케팅 프로그램입니다.


[DB수집 마스터 프로그램의 특징]
N사와 D사의 업체(매장)에 대한 정보를 쉽고 빠르게 수집합니다.
N사 카페를 통한 잠재고객의 이메일을 수집 할 수 있습니다.
수집된 이메일정보를 통해 홍보메일을 발송 할 수 있습니다.

*발송메일지원(N사/ G사)","마케팅프로그램 마케팅 홍보를 위한 잠재고객 DB수집프로그램5분설명동영상 안녕하세요
온라인마케팅 자동화 솔루션 프로그램을 제공하는 Success4you석세스포유 입니다

마케팅에서 가장 중요한 요소가 바로 잠재고객의 정보를 수집 하는 것 입니다
이 잠재고객에 대한 정보를 자동으로 수집 할 수 있는 DB수집 마스터 프로그램을 소개 합니다

 제품상세보기  
 더많은 프로그램보기  
 5일무료체험  

 운영 블로그  
 운영 카페  


Success4you석세스포유의 DB수집마스터 프로그램이란

마케팅 홍보에 필요한 잠재고객정보를 누구나 쉽게 수집할 수 있는 프로그램으로 업체매장에 대한 정보상호 주소 전화번호 등와 카페를 통한 이메일정보 수집 및 메일 발송기능을 모두 갖춘 강력한 마케팅 프로그램입니다


DB수집 마스터 프로그램의 특징
N사와 D사의 업체매장에 대한 정보를 쉽고 빠르게 수집합니다
N사 카페를 통한 잠재고객의 이메일을 수집 할 수 있습니다
수집된 이메일정보를 통해 홍보메일을 발송 할 수 있습니다

발송메일지원N사 G사"
"[궁금한이야기] AI란 무엇이고, 얼마나 대단하며, 단점은 없을까 / YTN 사이언스",https://www.youtube.com/watch?v=3Ia93ZP6nPQ,2022.5.4,#AI,YTN 사이언스 투데이,10941,67,데이터기술,DB수집,한국어,"[앵커]
AI라는 말, 이제는 거의 매일 들을 정도로 익숙해졌는데요, 실제로 AI는 우리 삶에 어느 정도 다가와 있을까요?

AI는 글자 그대로 사람의 지능을 모방하고 흉내 내는 '따라 하기'로 시작됐지만, 그 성장 속도는 무서울 정도로 빨라 벌써 사람을 능가하는 분야도 속속 등장하고 있습니다.

오늘 '궁금한이야기'에서는 사람의 자리를 대체해가는 AI의 현주소와 우려되는 문제도 함께 짚어보겠습니다. 가 보시죠!  

[이효종 / 과학유튜버]
2016년, 세간을 크게 떠들썩하게 만든 아주 큰 사건이 있었습니다. 우리나라 최고의 바둑 기사였던 이세돌과 구글의 알파고라는 인공지능 컴퓨터의 바둑 대결이 바로 그 사건이었죠. 

아마 이때부터였을까요? ‘인공지능’이라는 개념이 우리에게 성큼 다가온 순간 말입니다. 오늘날에는 4차산업 혁명의 핵심 기술로서, 이 ‘인공지능’이라는 것을 꼽고 있는데, 대체 ‘인공지능’이란 무엇이며, 무엇을 할 수 있고 얼마나 대단한 존재인지! 오늘 궁금한 이야기에서 이에 관해 들여다보고자 합니다.


#AI #인공지능 #알파고
[YTN 사이언스 기사원문] https://science.ytn.co.kr/program/pro...","궁금한이야기 AI란 무엇이고 얼마나 대단하며 단점은 없을까  YTN 사이언스 앵커
AI라는 말 이제는 거의 매일 들을 정도로 익숙해졌는데요 실제로 AI는 우리 삶에 어느 정도 다가와 있을까요

AI는 글자 그대로 사람의 지능을 모방하고 흉내 내는 따라 하기로 시작됐지만 그 성장 속도는 무서울 정도로 빨라 벌써 사람을 능가하는 분야도 속속 등장하고 있습니다

오늘 궁금한이야기에서는 사람의 자리를 대체해가는 AI의 현주소와 우려되는 문제도 함께 짚어보겠습니다 가 보시죠  

이효종  과학유튜버
2016년 세간을 크게 떠들썩하게 만든 아주 큰 사건이 있었습니다 우리나라 최고의 바둑 기사였던 이세돌과 구글의 알파고라는 인공지능 컴퓨터의 바둑 대결이 바로 그 사건이었죠 

아마 이때부터였을까요 인공지능이라는 개념이 우리에게 성큼 다가온 순간 말입니다 오늘날에는 4차산업 혁명의 핵심 기술로서 이 인공지능이라는 것을 꼽고 있는데 대체 인공지능이란 무엇이며 무엇을 할 수 있고 얼마나 대단한 존재인지 오늘 궁금한 이야기에서 이에 관해 들여다보고자 합니다


AI 인공지능 알파고
YTN 사이언스 기사원문 "
딥러닝?? 머신러닝?? 대체 뭐가 다른거야? 딥러닝과 머신러닝의 차이점에 대해 아는척 해보자.,https://www.youtube.com/watch?v=NbLVcMmxSw0,2021.3.20,#인공지능,국가과학기술연구회,64805,13,데이터기술,DB수집,한국어,"인공지능에 대한 성과가 나올 때마다
딥러닝을 활용해서, 머신러닝을 활용해서
이뤄낸 성과라고 하는데, 대체 둘은 무엇이 다른까요?🤔

둘을 구분해서 부르는 이유가 있을 텐데...
그 차이점이 궁금하시죠?

오늘 아는과학에서는 딥러닝과 머신러닝에 대해 아는척 해보겠습니다.

#딥러닝 #머신러닝 #인공지능","딥러닝 머신러닝 대체 뭐가 다른거야 딥러닝과 머신러닝의 차이점에 대해 아는척 해보자 인공지능에 대한 성과가 나올 때마다
딥러닝을 활용해서 머신러닝을 활용해서
이뤄낸 성과라고 하는데 대체 둘은 무엇이 다른까요

둘을 구분해서 부르는 이유가 있을 텐데
그 차이점이 궁금하시죠

오늘 아는과학에서는 딥러닝과 머신러닝에 대해 아는척 해보겠습니다

딥러닝 머신러닝 인공지능"
"전문용어 없이 듣는 딥러닝의 모든 것 (Feat. 인공신경망, 퍼셉트론) [고지식-거니]",https://www.youtube.com/watch?v=C2sqt9pG6K0,2020.1.6,#CNN,코딩하는거니,171608,38,데이터기술,DB수집,한국어,"고지식 마흔한 번째 영상에서는 인공지능 시리즈의 두 번째!
딥러닝의 역사를 포함하여, 딥러닝 연구 분야가 여러 번에 걸쳐 겪었던 부흥기와 쇠퇴기에 관해서 이야기 합니다. 

영상에서는, 
1. 퍼셉트론(Perceptron)
2. XOR 문제 
3. 다층 퍼셉트론(Multi-Layered Perceptron)
4. 역 전파법(Backpropagation) 
에 대해서 살펴보고 어떤 방식으로 기여를 하였는지 예제와 함께 전문용어 없이 설명합니다. 

그리고 처음 딥러닝이 학습 방법이 등장 하였을 때, 이런 학습 방법이 생겨나게 되었던 배경과 그 딥러닝이 대회에서 어떤 파급력을 끼쳤는지에 관해 이야기 합니다.

(유튜브 시작하고 가장 편집이 오래 걸린 영상인 듯 해요..) 

인공지능 시리즈는 총 3편으로 이루어져 있습니다.
1. 인공지능과 머신러닝
2. 딥러닝
3. 특이점

감사합니다.


-----------------------------------------------
다른 고지식 영상 시리즈도 시청해 보세요.
https://shorturl.at/fktw9

알고리즘 투게더 with 거니 채널 확인하기:
https://tinyurl.com/r9wk27l

인스타그램 (근황+계획 업데이트)
https://tinyurl.com/undlmfq

페이스북 페이지
https://tinyurl.com/y8t5a5au

--------------------------------------------------


#딥러닝 #신경망 #퍼셉트론 #CNN","전문용어 없이 듣는 딥러닝의 모든 것 Feat 인공신경망 퍼셉트론 고지식거니 고지식 마흔한 번째 영상에서는 인공지능 시리즈의 두 번째
딥러닝의 역사를 포함하여 딥러닝 연구 분야가 여러 번에 걸쳐 겪었던 부흥기와 쇠퇴기에 관해서 이야기 합니다 

영상에서는 
1 퍼셉트론Perceptron
2 XOR 문제 
3 다층 퍼셉트론MultiLayered Perceptron
4 역 전파법Backpropagation 
에 대해서 살펴보고 어떤 방식으로 기여를 하였는지 예제와 함께 전문용어 없이 설명합니다 

그리고 처음 딥러닝이 학습 방법이 등장 하였을 때 이런 학습 방법이 생겨나게 되었던 배경과 그 딥러닝이 대회에서 어떤 파급력을 끼쳤는지에 관해 이야기 합니다

유튜브 시작하고 가장 편집이 오래 걸린 영상인 듯 해요 

인공지능 시리즈는 총 3편으로 이루어져 있습니다
1 인공지능과 머신러닝
2 딥러닝
3 특이점

감사합니다



다른 고지식 영상 시리즈도 시청해 보세요


알고리즘 투게더 with 거니 채널 확인하기


인스타그램 근황계획 업데이트


페이스북 페이지





딥러닝 신경망 퍼셉트론 CNN"
인공지능(AI)이란? (What is AI?),https://www.youtube.com/watch?v=Sxlz-r5FeCo,2020.6.26,#소프트웨어교육,소프트웨어야 놀자,98959,403,데이터기술,DB수집,한국어,"사람의 지능을 흉내내는 소프트웨어, 프로그램, 인공적인 장치 모두를 바로 '인공지능'이라고 합니다. 인공지능은 다양한 사람들의 일의 방식과 생활의 변화를 만들어내고 있는데요, 우리 삶의 모습을 변화시키고있는 인공지능에 대해 알아볼까요?!

* 네이버와 네이버 커넥트재단은 학생들이 인공지능 개념을 쉽게 이해할 수 있도록 Hello AI World 교육 동영상을 제공합니다.
* 본 영상의 저작권은 제공처에 있으며, 이를 무단 사용하는 경우 저작권법 등에 따라 법적책임을 질 수 있습니다.

소프트웨어야 놀자 바로가기 
👉https://www.playsw.or.kr/main
#소프트웨어교육 #SW교육 #인공지능교육 #AI교육 #데이터교육 #DATA교육 #소프트웨어야놀자 #초등SW교육 #중등SW교육 #초등AI교육 #중등AI교육 #네이버커넥트","인공지능AI이란 What is AI 사람의 지능을 흉내내는 소프트웨어 프로그램 인공적인 장치 모두를 바로 인공지능이라고 합니다 인공지능은 다양한 사람들의 일의 방식과 생활의 변화를 만들어내고 있는데요 우리 삶의 모습을 변화시키고있는 인공지능에 대해 알아볼까요

 네이버와 네이버 커넥트재단은 학생들이 인공지능 개념을 쉽게 이해할 수 있도록 Hello AI World 교육 동영상을 제공합니다
 본 영상의 저작권은 제공처에 있으며 이를 무단 사용하는 경우 저작권법 등에 따라 법적책임을 질 수 있습니다

소프트웨어야 놀자 바로가기 

소프트웨어교육 SW교육 인공지능교육 AI교육 데이터교육 DATA교육 소프트웨어야놀자 초등SW교육 중등SW교육 초등AI교육 중등AI교육 네이버커넥트"
[술술과학] 일반인이 알아야 할 AI 상식 : AI의 역사 | 카오스 첨단기술 시리즈(7),https://www.youtube.com/watch?v=BUTP-YsD3nM,2020.5.23,#AI,카오스 사이언스,78195,14,지능화기술,개념,한국어,"[술술과학] 일반인이 알아야 할 AI 상식 : AI의 역사 | 카오스 첨단기술 시리즈(7)

""컴퓨터는 구약성서의 신과 비슷하다. 
규칙은 엄청나게 많은데 자비라곤 찾아볼 수 없다.""
- Joseph Campbell -


*카오스재단은 법정 지정기부금단체로 여러분의 기부금은 과학문화확산과 지식나눔을 위해 소중하게 쓰입니다. 


#인공지능 #AI #과학
#KAOS #카오스 #카오스강연 #과학강연 #술술과학

-
과학의 신세계♥카오스재단

~     홈  ikaos.org (가입시 강연 행사 안내)
페    북  facebook.com/kaosfoundation
유튜브     / kaosscience  
인스타  instagram.com/kaosfoundation","술술과학 일반인이 알아야 할 AI 상식  AI의 역사  카오스 첨단기술 시리즈7 술술과학 일반인이 알아야 할 AI 상식  AI의 역사  카오스 첨단기술 시리즈7

컴퓨터는 구약성서의 신과 비슷하다 
규칙은 엄청나게 많은데 자비라곤 찾아볼 수 없다
 Joseph Campbell 


카오스재단은 법정 지정기부금단체로 여러분의 기부금은 과학문화확산과 지식나눔을 위해 소중하게 쓰입니다 


인공지능 AI 과학
KAOS 카오스 카오스강연 과학강연 술술과학


과학의 신세계카오스재단

     홈  ikaosorg 가입시 강연 행사 안내
페    북  facebookcomkaosfoundation
유튜브      kaosscience  
인스타  instagramcomkaosfoundation"
이제 AI가 정말로 무서울 지경... AI는 도대체 어디까지 발전해서 미래 인류를 어떻게 바꿀까?,https://www.youtube.com/watch?v=zeaVXwKkiAA&pp=ygUCQUk%3D,2023.5.9,,리뷰엉이: Owl's Review,277471,52,지능화기술,개념,한국어,"Chat GPT4로 AI에 대한 논의가 더 뜨거워졌습니다. AI는 인간을 도울 훌륭한 도구가 될 것인가, 아니면 인간 문명을 파괴할 것인가? 다가오는 AI의 시대에 미래 인류는 어떻게 변할지, 급변하는 세상에서 우리는 무엇을 준비해야 할지, 도서 'AI 이후의 세계'는 훌륭한 지침이 되어줄 겁니다.

도서 AI 이후의 세계는 아래 링크에서 구매할 수 있습니다.
https://product.kyobobook.co.kr/detai... 
유료광고포함: 윌북

이 콘텐츠는 인공지능 가상 연기자 서비스, 타입캐스트를 활용하여 제작되었습니다.
출연진: 민준
https://typecast.ai/kr","이제 AI가 정말로 무서울 지경 AI는 도대체 어디까지 발전해서 미래 인류를 어떻게 바꿀까 Chat GPT4로 AI에 대한 논의가 더 뜨거워졌습니다 AI는 인간을 도울 훌륭한 도구가 될 것인가 아니면 인간 문명을 파괴할 것인가 다가오는 AI의 시대에 미래 인류는 어떻게 변할지 급변하는 세상에서 우리는 무엇을 준비해야 할지 도서 AI 이후의 세계는 훌륭한 지침이 되어줄 겁니다

도서 AI 이후의 세계는 아래 링크에서 구매할 수 있습니다
 
유료광고포함 윌북

이 콘텐츠는 인공지능 가상 연기자 서비스 타입캐스트를 활용하여 제작되었습니다
출연진 민준
"
"[자막뉴스] ""솔직히 너무 두렵다""...AI 대부, 공포의 경고 / YTN",https://www.youtube.com/watch?v=LjZOj6Edxlk&pp=ygUCQUk%3D,2023.5.3,, YTN,1133367,8,지능화기술,개념,한국어,"'인공지능 AI 연구의 대부'로 꼽히는 제프리 힌턴 교수가 AI의 위험성을 알리기 위해, 10년 이상 몸담았던 구글을 떠났습니다.

그는 AI 기술이 적용된 '킬러 로봇'이 현실이 되는 날이 두렵다고 했는데요.

제프리 교수는 1972년부터 AI를 연구하며 딥러닝 개념을 처음 고안했지만, 지금은 평생을 바친 연구를 후회한다고 합니다.

그는 ""AI가 생성한 가짜 사진과 동영상, 글이 넘쳐나며 사람들은 더는 무엇이 진실인지 알 수 없게 될 거라고"" 말했는데요.

챗GPT 등이 인간의 업무 능력을 보완하기도 하지만 비서나 번역가 등을 대체할 수 있다며, AI 기술이 노동시장에 미칠 영향에 대해서도 우려했습니다.

또 당초 ""AI가 사람보다 똑똑해지려면 30~50년, 또는 그보다 더 오랜 시간이 걸릴 거""라고 봤지만 이제 일부 기능에서는 인간의 지능을 넘어서기 시작했다고 평가했는데요.

그러면서 비밀리에 개발해도 타국의 추적이 가능한 핵무기와 다르게, AI는 규제가 도입되더라도 기업이나 국가 차원의 연구가 계속될 가능성이 있다는 점이 우려된다고 주장했습니다.

이어 ""구글과 마이크로소프트 등의 경쟁은 글로벌 규제 없인 멈추지 않을 것""이라며, ""AI 분야에 국제적인 규제가 필요하다""고도 주장했는데요.

오픈AI의 공동 창업자였던 일론 머스크 역시 AI의 잠재적 위험성을 경고하면서 AI 개발에 규제가 필요하다고 주장해왔죠.

그는 ""AI는 선과 악을 행하는 거대한 힘을 갖고 있다""면서, ""AI에 대한 선의의 의존조차도 기계 작동법을 잊어버릴 정도가 되면 인류문명에 위험할 수 있다""고 경고했습니다.

때마침 유럽연합과 주요 7개국 등 세계 곳곳은 AI 규제 관련 논의에 착수했지만, 규제 강도는 제각각입니다.

유럽은 챗GPT 같은 생성형 AI를 고위험 도구로 분류해 엄격한 규제 대상으로 삼는 방안을 논의 중인데요.

하지만 미국과 일본은 기업의 자율 규제와 활용에 무게를 두면서 법적 규제에 신중한 모습입니다.

빅테크 기업들의 인공지능 개발 경쟁에 불이 붙은 가운데, AI의 순기능은 살리면서도, 예상되는 사회적 문제점은 제도로 보완하기 위한 논의는 이제 겨우 시작인데요.

인공지능이 우리에게 던진 이 쉽지 않은 숙제에 대해 앞으로 어떤 해법이 도출될 수 있을지 주목됩니다.

▶ 기사 원문 : https://www.ytn.co.kr/replay/view.php...
▶ 제보 하기 : https://mj.ytn.co.kr/mj/mj_write.php

▣ YTN 유튜브 채널 구독 : http://goo.gl/Ytb5SZ

ⓒ YTN 무단 전재 및 재배포금지","자막뉴스 솔직히 너무 두렵다AI 대부 공포의 경고  YTN 인공지능 AI 연구의 대부로 꼽히는 제프리 힌턴 교수가 AI의 위험성을 알리기 위해 10년 이상 몸담았던 구글을 떠났습니다

그는 AI 기술이 적용된 킬러 로봇이 현실이 되는 날이 두렵다고 했는데요

제프리 교수는 1972년부터 AI를 연구하며 딥러닝 개념을 처음 고안했지만 지금은 평생을 바친 연구를 후회한다고 합니다

그는 AI가 생성한 가짜 사진과 동영상 글이 넘쳐나며 사람들은 더는 무엇이 진실인지 알 수 없게 될 거라고 말했는데요

챗GPT 등이 인간의 업무 능력을 보완하기도 하지만 비서나 번역가 등을 대체할 수 있다며 AI 기술이 노동시장에 미칠 영향에 대해서도 우려했습니다

또 당초 AI가 사람보다 똑똑해지려면 3050년 또는 그보다 더 오랜 시간이 걸릴 거라고 봤지만 이제 일부 기능에서는 인간의 지능을 넘어서기 시작했다고 평가했는데요

그러면서 비밀리에 개발해도 타국의 추적이 가능한 핵무기와 다르게 AI는 규제가 도입되더라도 기업이나 국가 차원의 연구가 계속될 가능성이 있다는 점이 우려된다고 주장했습니다

이어 구글과 마이크로소프트 등의 경쟁은 글로벌 규제 없인 멈추지 않을 것이라며 AI 분야에 국제적인 규제가 필요하다고도 주장했는데요

오픈AI의 공동 창업자였던 일론 머스크 역시 AI의 잠재적 위험성을 경고하면서 AI 개발에 규제가 필요하다고 주장해왔죠

그는 AI는 선과 악을 행하는 거대한 힘을 갖고 있다면서 AI에 대한 선의의 의존조차도 기계 작동법을 잊어버릴 정도가 되면 인류문명에 위험할 수 있다고 경고했습니다

때마침 유럽연합과 주요 7개국 등 세계 곳곳은 AI 규제 관련 논의에 착수했지만 규제 강도는 제각각입니다

유럽은 챗GPT 같은 생성형 AI를 고위험 도구로 분류해 엄격한 규제 대상으로 삼는 방안을 논의 중인데요

하지만 미국과 일본은 기업의 자율 규제와 활용에 무게를 두면서 법적 규제에 신중한 모습입니다

빅테크 기업들의 인공지능 개발 경쟁에 불이 붙은 가운데 AI의 순기능은 살리면서도 예상되는 사회적 문제점은 제도로 보완하기 위한 논의는 이제 겨우 시작인데요

인공지능이 우리에게 던진 이 쉽지 않은 숙제에 대해 앞으로 어떤 해법이 도출될 수 있을지 주목됩니다

 기사 원문  
 제보 하기  

 YTN 유튜브 채널 구독  

 YTN 무단 전재 및 재배포금지"
"""AI 배제하라!""..초유의 사태 '현실화' [뉴스케치] / YTN",https://www.youtube.com/watch?v=o5jcecrs1iI&pp=ygUCQUk%3D,2023.5.12,#AI, YTN,16077,155,지능화기술,개념,한국어,"미국 할리우드 영화 및 TV 작가 약 1만1500명이 5월 3일 파업에 돌입했습니다. 

열악한 근무 여건을 개선과 함께 인공지능(AI)을 활용한 대본 제작도 제한해야 한다고 주장했습니다.

#AI #인공지능","AI 배제하라초유의 사태 현실화 뉴스케치  YTN 미국 할리우드 영화 및 TV 작가 약 1만1500명이 5월 3일 파업에 돌입했습니다 

열악한 근무 여건을 개선과 함께 인공지능AI을 활용한 대본 제작도 제한해야 한다고 주장했습니다

AI 인공지능"
"[자막뉴스] ""'킬러 로봇' 두려워..내 연구 후회"" 사직서 낸 'AI 대부'의 경고 (MBC뉴스)",https://www.youtube.com/watch?v=3ASV8x4xjH4&pp=ygUCQUk%3D,2023.5.6,#AI,MBCNEWS,819401,73,지능화기술,개념,한국어,#AI #챗GPT #구글,자막뉴스 킬러 로봇 두려워내 연구 후회 사직서 낸 AI 대부의 경고 MBC뉴스 AI 챗GPT 구글
[과학뉴스] 딥러닝 개념 고안한 AI 대부 '제프리 힌턴'.. AI 규제 없다면 '킬러로봇'도 등장할 것 / 23.05.03,https://www.youtube.com/watch?v=-tqtMc3jXBI&pp=ygUCQUk%3D,2023.5.2,#AI,YTN 사이언스,6180,73,지능화기술,위험,한국어,"딥러닝 개념을 처음 고안한 인공지능계 대부 제프리 힌턴 교수가 10년간 몸담았던 구글을 떠났습니다. 지금처럼 빅테크들이 인공지능 개발 경쟁을 벌이면 머지않아 인간의 통제 밖에 있는 '킬러 로봇'이 나올까 두렵다고 말했는데요. 

제프리 힌턴 토론토대 교수는 인공지능 4대 인물로 꼽히는 'AI계 대부'인데요.  1972년부터 AI를 연구하며 컴퓨터가 인간의 두뇌처럼 작동해 정보를 분석하는 '딥러닝 개념'을 처음 고안했습니다. 

이후 2012년 DNN리서치를 창업해 딥러닝 기술을 개발했고, 2013년 구글로 인수된 이후 여러 인공지능 서비스를 만들었는데요. 실제로 힌턴 교수가 개발한 인공지능 기술이 챗GPT의 기반된 것으로도 평가받고 있습니다. 

하지만 힌턴 교수는 구글 퇴직 사실을 밝힌 뒤 평생을 바친 AI 연구를 '후회'한다고 말했는데요. 그는 ""AI가 만든 가짜 사진과 동영상, 글이 넘쳐나 사람들이 더는 무엇이 진실인지 알 수 없게 될 것이라고 말했습니다. 

또, AI가 사람보다 똑똑해지려면 30~50년, 또는 그보다 더 오랜 시간이 걸릴 거라 예상했지만, 이제 일부 기능에서는 인간의 지능을 넘어서기 시작했다고 평가했는데요. 특히 ""인공지능 시스템이 자체적으로 코드를 생성해 실행하도록 허용되면 ‘킬러로봇’까지도 현실화 할 수 있다""고 강조했습니다. 

힌턴 교수는 ""구글과 마이크로소프트 등의 경쟁은 글로벌 규제 없인 멈추지 않을 것""이라며 ""AI 분야에 국제적인 규제가 필요하다""고도 주장했습니다. 

오픈AI의 공동 창업자였던 일론 머스크 역시 AI의 잠재적 위험성을 경고하면서 AI 개발에 규제가 필요하다고 주장해왔죠.

유럽연합과 주요 7개국 등 세계 곳곳에서도 AI 규제 관련 논의에 들어갔지만, 규제 강도는 제각각입니다. 빅테크 기업들의 인공지능 개발 경쟁에 불이 붙은 가운데, AI의 순기능은 살리면서도 예상되는 사회적 문제점은 제도로 보완하기 위해 앞으로 어떤 해법이 도출될 수 있을지 주목됩니다.


#AI #제프리힌턴 #구글 #로봇 #뉴스
=======================================
✨ YTN사이언스 홈페이지
https://science.ytn.co.kr/
✨YTN사이언스 유튜브 구독하기
https://bit.ly/3raTL0t 
✨ 사이언스 투데이 유튜브 채널
https://bit.ly/3Xrovbp
✨ 프로그램 제작 문의
legbiz@ytn.co.kr
=======================================","과학뉴스 딥러닝 개념 고안한 AI 대부 제프리 힌턴 AI 규제 없다면 킬러로봇도 등장할 것  230503 딥러닝 개념을 처음 고안한 인공지능계 대부 제프리 힌턴 교수가 10년간 몸담았던 구글을 떠났습니다 지금처럼 빅테크들이 인공지능 개발 경쟁을 벌이면 머지않아 인간의 통제 밖에 있는 킬러 로봇이 나올까 두렵다고 말했는데요 

제프리 힌턴 토론토대 교수는 인공지능 4대 인물로 꼽히는 AI계 대부인데요  1972년부터 AI를 연구하며 컴퓨터가 인간의 두뇌처럼 작동해 정보를 분석하는 딥러닝 개념을 처음 고안했습니다 

이후 2012년 DNN리서치를 창업해 딥러닝 기술을 개발했고 2013년 구글로 인수된 이후 여러 인공지능 서비스를 만들었는데요 실제로 힌턴 교수가 개발한 인공지능 기술이 챗GPT의 기반된 것으로도 평가받고 있습니다 

하지만 힌턴 교수는 구글 퇴직 사실을 밝힌 뒤 평생을 바친 AI 연구를 후회한다고 말했는데요 그는 AI가 만든 가짜 사진과 동영상 글이 넘쳐나 사람들이 더는 무엇이 진실인지 알 수 없게 될 것이라고 말했습니다 

또 AI가 사람보다 똑똑해지려면 3050년 또는 그보다 더 오랜 시간이 걸릴 거라 예상했지만 이제 일부 기능에서는 인간의 지능을 넘어서기 시작했다고 평가했는데요 특히 인공지능 시스템이 자체적으로 코드를 생성해 실행하도록 허용되면 킬러로봇까지도 현실화 할 수 있다고 강조했습니다 

힌턴 교수는 구글과 마이크로소프트 등의 경쟁은 글로벌 규제 없인 멈추지 않을 것이라며 AI 분야에 국제적인 규제가 필요하다고도 주장했습니다 

오픈AI의 공동 창업자였던 일론 머스크 역시 AI의 잠재적 위험성을 경고하면서 AI 개발에 규제가 필요하다고 주장해왔죠

유럽연합과 주요 7개국 등 세계 곳곳에서도 AI 규제 관련 논의에 들어갔지만 규제 강도는 제각각입니다 빅테크 기업들의 인공지능 개발 경쟁에 불이 붙은 가운데 AI의 순기능은 살리면서도 예상되는 사회적 문제점은 제도로 보완하기 위해 앞으로 어떤 해법이 도출될 수 있을지 주목됩니다


AI 제프리힌턴 구글 로봇 뉴스

 YTN사이언스 홈페이지

YTN사이언스 유튜브 구독하기
 
 사이언스 투데이 유튜브 채널

 프로그램 제작 문의
legbizytncokr
"
"AI가 인간을 넘어서는 순간을 인간은 알아차릴 수 없다! 그러면? ""막아야지"" (박태웅 한빛미디어 의장)",https://www.youtube.com/watch?v=xpk7AXiQCkQ&pp=ygUCQUk%3D,2023.5.8,#챗GPT,티타임즈TV,66795,18,지능화기술,위험,한국어,"”인공지능을 조심해서 쓰면 된다고 말하는데 이는 실탄 한발 넣은 리볼버를 주며 조심해서 당겨보세요라고 말하는 것과 같다. 인공지능은 증기기관이 아니라 신약과 같아서 통제가능하고 또 통제해야 한다.“

인터넷 세상이 AI가 토해내는 콘텐츠로 도배된다면 어떤 일이 벌어질까요? 최근에는 스스로 보조목표를 세워 자신을 증강하는 오토GPT까지 등장했는데, 오토GPT가 로봇에 적용되면 어떤 일이 벌어질까요? 박태웅 한빛미디어 의장의 경고를 들어보시죠. 

영상편집 = 박하영 디자이너

#챗GPT #제프리힌턴 #오토GPT

▶티타임즈 공식 홈페이지
http://www.ttimes.co.kr/index.html
▶티타임즈 메일 
ttimes6000@gmail.com

00:00 일하는 사람, 경영하는 사람들의 ‘챗GPT 강좌 출시’ 광고
00:22 하이라이트
01:00 AI에 의해 실종되는 오리지널 콘텐츠
06:43 AI 블랙박스는 구조적 문제가 아니다
10:56 AI를 조심해서 사용하면 되지 않을까?
13:39 오토GPT는 또 다른 판도라의 상자다.
17:25 AI의 급격한 발전. 규제가 필요할까?
20:11 AI의 6가지 윤리 원칙과 위험성을 줄이는 방법
25:12 AI가 고용시장에 미칠 영향","AI가 인간을 넘어서는 순간을 인간은 알아차릴 수 없다 그러면 막아야지 박태웅 한빛미디어 의장 인공지능을 조심해서 쓰면 된다고 말하는데 이는 실탄 한발 넣은 리볼버를 주며 조심해서 당겨보세요라고 말하는 것과 같다 인공지능은 증기기관이 아니라 신약과 같아서 통제가능하고 또 통제해야 한다

인터넷 세상이 AI가 토해내는 콘텐츠로 도배된다면 어떤 일이 벌어질까요 최근에는 스스로 보조목표를 세워 자신을 증강하는 오토GPT까지 등장했는데 오토GPT가 로봇에 적용되면 어떤 일이 벌어질까요 박태웅 한빛미디어 의장의 경고를 들어보시죠 

영상편집  박하영 디자이너

챗GPT 제프리힌턴 오토GPT

티타임즈 공식 홈페이지

티타임즈 메일 
ttimes6000gmailcom

0000 일하는 사람 경영하는 사람들의 챗GPT 강좌 출시 광고
0022 하이라이트
0100 AI에 의해 실종되는 오리지널 콘텐츠
0643 AI 블랙박스는 구조적 문제가 아니다
1056 AI를 조심해서 사용하면 되지 않을까
1339 오토GPT는 또 다른 판도라의 상자다
1725 AI의 급격한 발전 규제가 필요할까
2011 AI의 6가지 윤리 원칙과 위험성을 줄이는 방법
2512 AI가 고용시장에 미칠 영향"
